datetime,open,high,low,close,volume,,
08-10-2018 08:30,6606.42,6613.27,6604.07,6605.26,1006.634706,,
08-10-2018 09:30,6605.26,6610.99,6604.5,6607.02,826.140915,,
08-10-2018 10:30,6607.03,6609.12,6590,6593.36,742.526282,,
08-10-2018 11:30,6593.36,6603.77,6587,6602,1009.528431,,
08-10-2018 12:30,6602.89,6613,6590.53,6596.03,701.744887,,
08-10-2018 13:30,6596.52,6602.36,6592.41,6597.54,642.974428,,
08-10-2018 14:30,6599.99,6606.6,6593.64,6604.9,722.268594,,
08-10-2018 15:30,6604.87,6628,6597.02,6628,988.918301,,
08-10-2018 16:30,6628,6666.66,6626.01,6647.78,1971.307247,,
08-10-2018 17:30,6647.78,6715.6,6645.05,6666.09,2869.131678,,
08-10-2018 18:30,6666.09,6680,6645,6662.97,1267.599309,,
08-10-2018 19:30,6660.65,6667.19,6650.08,6659.03,1345.619434,,
08-10-2018 20:30,6659.59,6695,6659.58,6674.56,2205.379209,,
08-10-2018 21:30,6676.51,6683.45,6662,6667.27,1405.20706,,
08-10-2018 22:30,6667.26,6684.11,6662,6671.01,1143.618415,,
08-10-2018 23:30,6671.05,6680,6657.98,6664.45,626.598574,,
09-10-2018 00:30,6664.44,6705,6663.71,6695.33,645.631037,,
09-10-2018 01:30,6695.32,6703,6685,6690,389.587546,,
09-10-2018 02:30,6690,6700,6685.35,6691,255.671458,,
09-10-2018 03:30,6690.99,6692,6664.22,6666.8,482.203695,,
09-10-2018 04:30,6666.8,6683.52,6666.66,6673.01,184.085211,,
09-10-2018 05:30,6673.01,6685.38,6670.4,6673.5,275.742125,,
09-10-2018 06:30,6673.5,6675.65,6653,6666.62,345.267758,,
09-10-2018 07:30,6666.61,6672.31,6646,6666.03,367.998798,,
09-10-2018 08:30,6666.03,6670.85,6652.85,6661.17,282.838505,,
09-10-2018 09:30,6661.17,6680,6660,6673.77,233.573734,,
09-10-2018 10:30,6673.77,6683,6664.02,6668.68,276.136151,,
09-10-2018 11:30,6668.66,6680.7,6659,6659.3,318.548743,,
09-10-2018 12:30,6659,6677.95,6656.85,6672.25,294.288727,,
09-10-2018 13:30,6669.42,6675.29,6633.83,6654,662.384364,,
09-10-2018 14:30,6654,6660.09,6647.05,6658.98,373.82363,,
09-10-2018 15:30,6657.08,6660.9,6645,6656.4,365.736184,,
09-10-2018 16:30,6656.4,6656.44,6630.89,6642.02,484.923918,,
09-10-2018 17:30,6644.67,6645,6616,6634.1,625.431221,,
09-10-2018 18:30,6631.82,6635.92,6607,6615,640.195899,,
09-10-2018 19:30,6613.82,6635.05,6611.18,6630.14,817.296852,,
09-10-2018 20:30,6630,6645,6627.48,6641.56,782.033338,,
09-10-2018 21:30,6643.78,6644.99,6625,6637.58,926.066674,,
09-10-2018 22:30,6634.78,6651.76,6634.78,6650.01,1090.737772,,
09-10-2018 23:30,6650.01,6664.95,6647.07,6661,936.747155,,
10-10-2018 00:30,6661.5,6674.94,6651.25,6656.49,1395.671485,,
10-10-2018 01:30,6658.24,6660.43,6643.86,6652.22,889.957333,,
10-10-2018 02:30,6651.91,6660.83,6645.43,6659.05,896.636909,,
10-10-2018 03:30,6658.99,6670.5,6652.35,6666.03,1000.487741,,
10-10-2018 04:30,6666.35,6670,6655.4,6656.61,1072.254453,,
10-10-2018 05:30,6656.67,6659.95,6630.84,6644.38,849.254736,,
10-10-2018 06:30,6644.38,6652.45,6632.27,6640.72,687.09085,,
10-10-2018 07:30,6640.76,6645.63,6633.65,6634.47,997.72253,,
10-10-2018 08:30,6634.73,6636.1,6595,6616.06,975.640451,,
10-10-2018 09:30,6612.2,6625.98,6590.66,6594.4,581.522733,,
10-10-2018 10:30,6594.4,6601.71,6542.1,6555,1827.151927,,
10-10-2018 11:30,6554.99,6579.11,6530,6575.4,1123.41363,,
10-10-2018 12:30,6575.4,6578.91,6559,6576.98,469.11507,,
10-10-2018 13:30,6576.88,6594.12,6565.68,6589,469.794002,,
10-10-2018 14:30,6589.95,6605,6579.8,6588.01,714.934244,,
10-10-2018 15:30,6589.99,6594.85,6569.99,6580,499.452421,,
10-10-2018 16:30,6579.99,6595,6569.4,6592,658.697651,,
10-10-2018 17:30,6590.06,6607.44,6588.37,6595.06,616.454042,,
10-10-2018 18:30,6595.06,6612.96,6592.25,6601.16,550.431601,,
10-10-2018 19:30,6601.16,6615,6590,6602,497.174571,,
10-10-2018 20:30,6602,6603.65,6585.96,6588.99,421.332137,,
10-10-2018 21:30,6588.98,6610,6582,6603.03,619.458141,,
10-10-2018 22:30,6603.03,6619,6597.57,6608.5,402.274654,,
10-10-2018 23:30,6608.5,6645,6604.6,6637.2,567.790983,,
11-10-2018 00:30,6637.2,6646.2,6627.14,6635.96,546.585597,,
11-10-2018 01:30,6638.56,6644.99,6628.92,6634.96,320.397019,,
11-10-2018 02:30,6634.96,6640,6610,6612,435.997664,,
11-10-2018 03:30,6612,6625.91,6605.61,6618.51,237.661491,,
11-10-2018 04:30,6619.99,6637.3,6618.51,6631,321.313299,,
11-10-2018 05:30,6630.21,6633.92,6560,6561.53,1221.326044,,
11-10-2018 06:30,6563.71,6565.24,6285,6367.82,9475.611092,,
11-10-2018 07:30,6364.1,6367.85,6256.55,6311.99,4181.322759,,
11-10-2018 08:30,6312.5,6364.46,6310,6340.52,2033.509845,,
11-10-2018 09:30,6340.52,6370.52,6330.4,6341,1716.871628,,
11-10-2018 10:30,6342.08,6355.3,6311,6323,1536.640444,,
11-10-2018 11:30,6322.11,6325.96,6259.01,6294.01,2246.509485,,
11-10-2018 12:30,6294.01,6313.05,6258.96,6300.86,1660.999436,,
11-10-2018 13:30,6298.77,6325.99,6298.77,6303.87,1684.877282,,
11-10-2018 14:30,6302.93,6310,6282.44,6310,1664.31141,,
11-10-2018 15:30,6309.33,6310.4,6285.2,6306.88,936.661066,,
11-10-2018 16:30,6305.2,6306.87,6271.84,6281.61,1544.548109,,
11-10-2018 17:30,6278.7,6305.2,6278.66,6288.21,1436.944617,,
11-10-2018 18:30,6288.39,6320,6219.17,6309,2981.234323,,
11-10-2018 19:30,6309,6335.31,6307.75,6311,1515.5079,,
11-10-2018 20:30,6313.7,6325,6283.46,6294.09,1800.772742,,
11-10-2018 21:30,6294.03,6317,6289.85,6313.34,1257.115428,,
11-10-2018 22:30,6309.97,6335.33,6303,6317,1740.257704,,
11-10-2018 23:30,6317,6322.99,6293,6296.51,988.718493,,
12-10-2018 00:30,6296.49,6309.06,6296.47,6298.12,939.469379,,
12-10-2018 01:30,6302.61,6312.65,6232.61,6300.89,1737.317299,,
12-10-2018 02:30,6302,6310,6285.03,6301.26,836.314942,,
12-10-2018 03:30,6303.32,6303.55,6267.71,6291.48,1223.506414,,
12-10-2018 04:30,6288.99,6307.31,6205,6252.68,2352.052491,,
12-10-2018 05:30,6252.71,6275,6209,6251.83,1765.280405,,
12-10-2018 06:30,6252.01,6294.97,6252.01,6282.42,1179.683039,,
12-10-2018 07:30,6282.43,6297.42,6275.82,6291.62,1270.32592,,
12-10-2018 08:30,6293.79,6314.99,6275,6308.11,1279.260322,,
12-10-2018 09:30,6310.65,6328.21,6300.3,6315.99,1341.809241,,
12-10-2018 10:30,6316,6326.58,6300.02,6319,795.303511,,
12-10-2018 11:30,6319.5,6347.7,6317.12,6328.69,1627.236339,,
12-10-2018 12:30,6328.68,6360,6325,6332.61,1794.298169,,
12-10-2018 13:30,6332.61,6340.99,6320.66,6328.64,863.70542,,
12-10-2018 14:30,6330.48,6331.05,6303,6305.99,1424.059502,,
12-10-2018 15:30,6305.09,6320,6303.46,6313.36,926.62492,,
12-10-2018 16:30,6314.01,6319.86,6295.4,6309.49,1360.846586,,
12-10-2018 17:30,6309.49,6327.58,6305.61,6323.01,973.223379,,
12-10-2018 18:30,6323,6332.07,6309.29,6313.24,1177.848385,,
12-10-2018 19:30,6312.98,6327,6310,6319.96,1531.239637,,
12-10-2018 20:30,6319.07,6355,6319.06,6341.69,1177.770517,,
12-10-2018 21:30,6341.68,6344.51,6320,6325.01,1008.185152,,
12-10-2018 22:30,6325.48,6333.97,6300,6306.37,1182.943966,,
12-10-2018 23:30,6306.37,6323,6300.61,6311.44,1643.790329,,
13-10-2018 00:30,6311.45,6325.2,6309,6320.52,543.211109,,
13-10-2018 01:30,6320.04,6325.56,6312.05,6322.22,1428.62751,,
13-10-2018 02:30,6318.48,6328.7,6315.22,6315.23,1163.106987,,
13-10-2018 03:30,6315.23,6317.67,6278,6309.02,1044.416501,,
13-10-2018 04:30,6309.01,6319.01,6296.47,6298.01,501.274573,,
13-10-2018 05:30,6298,6329.99,6285.07,6317.31,868.209502,,
13-10-2018 06:30,6317.31,6326.47,6311,6318.3,975.328318,,
13-10-2018 07:30,6318.3,6328.36,6308.56,6310.25,762.568016,,
13-10-2018 08:30,6309.07,6316.02,6290.01,6296.01,808.510134,,
13-10-2018 09:30,6297.69,6318.88,6294.47,6315.09,686.478999,,
13-10-2018 10:30,6316.83,6330.57,6308.4,6311.2,667.529709,,
13-10-2018 11:30,6311.2,6328.99,6308.4,6321.04,1047.639866,,
13-10-2018 12:30,6321.77,6326.52,6304.39,6318.47,969.9381,,
13-10-2018 13:30,6320,6320,6306.83,6312.02,1432.26183,,
13-10-2018 14:30,6312.78,6337.26,6309.36,6322.77,918.784014,,
13-10-2018 15:30,6322,6337.99,6322,6326.08,667.909239,,
13-10-2018 16:30,6326.96,6338.99,6323.55,6327.25,750.494978,,
13-10-2018 17:30,6326.61,6328.45,6304,6325.28,1007.196492,,
13-10-2018 18:30,6324.55,6329,6311.52,6315.35,1264.852713,,
13-10-2018 19:30,6315.36,6338,6311.18,6335.35,1516.54529,,
13-10-2018 20:30,6335.01,6345,6327,6329.26,839.599565,,
13-10-2018 21:30,6329.26,6342.42,6323.67,6327.1,896.867621,,
13-10-2018 22:30,6327.11,6335.33,6322.01,6325.62,1107.617442,,
13-10-2018 23:30,6326.53,6341.56,6304.17,6306.93,960.258996,,
14-10-2018 00:30,6306.93,6331.17,6301.05,6326.01,307.244318,,
14-10-2018 01:30,6326.21,6332.87,6314.23,6316.49,192.910437,,
14-10-2018 02:30,6316.49,6329,6316.49,6323.15,129.232081,,
14-10-2018 03:30,6323.09,6338.07,6321.38,6333.3,167.526504,,
14-10-2018 04:30,6330.77,6336.63,6324.01,6332.93,152.565861,,
14-10-2018 05:30,6332.92,6336,6320,6326.35,713.472687,,
14-10-2018 06:30,6326.34,6342.65,6326.34,6341.01,469.785578,,
14-10-2018 07:30,6340.99,6350,6330.51,6340,662.696154,,
14-10-2018 08:30,6339.01,6383.97,6338.99,6363.11,1058.134211,,
14-10-2018 09:30,6363.24,6416,6363.18,6391.67,1234.455497,,
14-10-2018 10:30,6391.73,6399.98,6370.57,6375.73,796.798048,,
14-10-2018 11:30,6376.08,6392.98,6375,6380.99,1148.291375,,
14-10-2018 12:30,6379.83,6395.33,6373.62,6379.95,862.25717,,
14-10-2018 13:30,6379.95,6388,6371,6380.99,622.437388,,
14-10-2018 14:30,6381.32,6382.72,6354,6361.01,759.564884,,
14-10-2018 15:30,6363.96,6368,6353.27,6354.12,471.89722,,
14-10-2018 16:30,6357.23,6365.61,6345,6361.01,528.204932,,
14-10-2018 17:30,6361.07,6382.22,6360.71,6379.98,394.236439,,
14-10-2018 18:30,6379.88,6383,6359.86,6360.06,550.591437,,
14-10-2018 19:30,6361.94,6372.43,6360,6366.99,283.859349,,
14-10-2018 20:30,6365.06,6386.3,6363.68,6380.77,358.996809,,
14-10-2018 21:30,6380.76,6401,6375.73,6396,780.758979,,
14-10-2018 22:30,6396,6403.42,6384.55,6387.01,387.496569,,
14-10-2018 23:30,6388.99,6405.73,6384.57,6397,280.279181,,
15-10-2018 00:30,6397,6410.8,6391.19,6404.33,409.479146,,
15-10-2018 01:30,6404.33,6408.78,6345,6367,979.76301,,
15-10-2018 02:30,6367,6368.96,6350,6356.15,364.6956,,
15-10-2018 03:30,6356.22,6376.76,6354.97,6363.35,368.464043,,
15-10-2018 04:30,6362.07,6369.66,6308,6339.34,1140.795608,,
15-10-2018 05:30,6339.34,6368.27,6300,6346.52,834.880127,,
15-10-2018 06:30,6349.95,6384.64,6346.56,6379.34,597.860878,,
15-10-2018 07:30,6378.01,6380.48,6356.83,6366.26,401.73322,,
15-10-2018 08:30,6364.69,6383.45,6364.61,6380,745.429015,,
15-10-2018 09:30,6380.97,6392.66,6374.39,6392.49,589.71522,,
15-10-2018 10:30,6392.49,6750,6390.5,6700,7367.168346,,
15-10-2018 11:30,6697.68,7680,6696.22,7410.03,17721.94575,,
15-10-2018 12:30,7410.09,7432.63,6859.64,6860.25,14635.9703,,
15-10-2018 13:30,6860.25,6965.6,6801.1,6828.3,7323.873761,,
15-10-2018 14:30,6828.92,6866.61,6722,6860.84,4066.427721,,
15-10-2018 15:30,6861.49,6960,6835.94,6931.96,3035.701982,,
15-10-2018 16:30,6931.96,7091.41,6920,6982.28,5930.631219,,
15-10-2018 17:30,6982.28,6999,6911.48,6934.97,3194.982076,,
15-10-2018 18:30,6933.99,6970,6902,6950.54,2498.006447,,
15-10-2018 19:30,6948.39,6950.55,6844.52,6861.32,3501.631959,,
15-10-2018 20:30,6861.32,6920,6856.54,6907.01,2199.13158,,
15-10-2018 21:30,6906.03,6958.94,6900,6927.49,2014.769422,,
15-10-2018 22:30,6926,6940,6862.93,6878.67,1935.648287,,
15-10-2018 23:30,6878,6900,6785,6812.57,2498.001672,,
16-10-2018 00:30,6812.57,6825.01,6737.23,6741,2418.078371,,
16-10-2018 01:30,6741,6771.31,6687.07,6708,2475.767535,,
16-10-2018 02:30,6708,6735,6650,6658.47,1837.368407,,
16-10-2018 03:30,6656.95,6753.3,6650,6722.86,1926.696963,,
16-10-2018 04:30,6722.88,6783.38,6722.86,6752.5,996.610986,,
16-10-2018 05:30,6752.5,6752.76,6708,6732.2,692.887271,,
16-10-2018 06:30,6734.95,6745.78,6690.35,6718.9,905.440949,,
16-10-2018 07:30,6718.88,6745,6710,6744.97,497.996418,,
16-10-2018 08:30,6744.96,6757.02,6728.1,6730.96,722.318597,,
16-10-2018 09:30,6730.97,6741.91,6721,6729.92,471.150341,,
16-10-2018 10:30,6729.92,6870,6724.84,6862.12,1874.316883,,
16-10-2018 11:30,6862.12,6900,6807.54,6818.01,1948.582879,,
16-10-2018 12:30,6818.01,6840.17,6811,6824.71,617.058276,,
16-10-2018 13:30,6823.32,6829.9,6732.22,6759.67,1655.108771,,
16-10-2018 14:30,6759.67,6772.27,6736.65,6755,1441.297713,,
16-10-2018 15:30,6755,6783.07,6753,6769.21,1003.174954,,
16-10-2018 16:30,6773.37,6799.97,6769.21,6797.9,807.322337,,
16-10-2018 17:30,6796.38,6799.97,6742.04,6759.04,1396.982788,,
16-10-2018 18:30,6759.05,6784.31,6750,6755.46,1538.492996,,
16-10-2018 19:30,6754.31,6764.22,6716.71,6719,1398.295166,,
16-10-2018 20:30,6719,6762.41,6712.64,6719.76,1531.104309,,
16-10-2018 21:30,6719.76,6721.85,6670,6699.99,1892.596419,,
16-10-2018 22:30,6699.99,6722.43,6695.22,6711.01,829.201996,,
16-10-2018 23:30,6711.52,6740.14,6710.75,6730.66,1161.101897,,
17-10-2018 00:30,6728.47,6740.16,6713.65,6729.01,1078.107474,,
17-10-2018 01:30,6729.24,6740,6701.05,6723.03,1010.781611,,
17-10-2018 02:30,6723,6739.99,6706.76,6738,687.277857,,
17-10-2018 03:30,6736.28,6739.86,6705.39,6727.5,1132.413323,,
17-10-2018 04:30,6727.53,6785.02,6720.38,6759.27,1264.946539,,
17-10-2018 05:30,6762.76,6762.76,6733.67,6751.05,1035.034331,,
17-10-2018 06:30,6752,6774.1,6751.05,6752.84,855.205754,,
17-10-2018 07:30,6754,6769.06,6742.11,6765,1559.53403,,
17-10-2018 08:30,6765,6781.91,6761,6774,1244.730103,,
17-10-2018 09:30,6774.01,6785.3,6760.25,6776.71,1506.722474,,
17-10-2018 10:30,6776.71,6811.12,6757.01,6760.09,1619.528848,,
17-10-2018 11:30,6761.04,6770,6760.02,6764.02,1063.097715,,
17-10-2018 12:30,6764.03,6764.08,6742.4,6750.01,1481.213268,,
17-10-2018 13:30,6751,6780.06,6748.27,6766.21,913.782248,,
17-10-2018 14:30,6768.11,6772.71,6713.01,6733.38,1532.272488,,
17-10-2018 15:30,6730.9,6735,6700,6703.19,1741.624815,,
17-10-2018 16:30,6704.8,6729,6676.01,6726.13,1650.243548,,
17-10-2018 17:30,6728.56,6736,6715.11,6727.27,1425.889138,,
17-10-2018 18:30,6727.28,6728.99,6700.01,6715.02,1121.727165,,
17-10-2018 19:30,6715.9,6761.04,6701.27,6746,1426.454384,,
17-10-2018 20:30,6746.13,6753.66,6729.67,6748.02,1343.225282,,
17-10-2018 21:30,6746.89,6756,6736,6751.02,1048.074522,,
17-10-2018 22:30,6751.53,6756,6732,6747.85,734.456057,,
17-10-2018 23:30,6747.43,6750,6735,6742.51,845.704926,,
18-10-2018 00:30,6742.19,6747.42,6715,6716.96,880.254044,,
18-10-2018 01:30,6717.01,6737.32,6710,6729.41,849.744692,,
18-10-2018 02:30,6729.95,6741.47,6723.38,6734.67,264.389642,,
18-10-2018 03:30,6734.67,6754.53,6732.4,6738,317.360793,,
18-10-2018 04:30,6738,6747.13,6725.6,6740.89,181.161112,,
18-10-2018 05:30,6739.01,6750.18,6724,6740.9,313.83583,,
18-10-2018 06:30,6742.15,6746.57,6732,6734.28,231.505263,,
18-10-2018 07:30,6734.9,6749,6728.49,6743.95,313.897481,,
18-10-2018 08:30,6743.95,6796,6739.27,6761.26,1021.504712,,
18-10-2018 09:30,6760.4,6766.32,6746.49,6751.31,1204.488926,,
18-10-2018 10:30,6753,6754.84,6717.48,6733.01,1283.520645,,
18-10-2018 11:30,6733.02,6745.42,6728.98,6733.12,1022.56295,,
18-10-2018 12:30,6734.21,6745.96,6730.01,6732.65,931.837092,,
18-10-2018 13:30,6734.85,6736.13,6701.13,6723,1057.743059,,
18-10-2018 14:30,6721.17,6732.89,6714.17,6722.19,653.25208,,
18-10-2018 15:30,6724.34,6736.29,6719.21,6729.14,1011.981023,,
18-10-2018 16:30,6731.36,6733,6707,6715.86,981.696482,,
18-10-2018 17:30,6715.86,6725,6709.58,6717.41,1606.753966,,
18-10-2018 18:30,6718.94,6724.42,6703.33,6716.08,769.509093,,
18-10-2018 19:30,6716.08,6719,6705.01,6707.42,297.218559,,
18-10-2018 20:30,6707.42,6707.42,6672.8,6704.9,1195.43848,,
18-10-2018 21:30,6704.9,6715,6698.43,6710.91,420.270688,,
18-10-2018 22:30,6710.91,6716,6611.95,6643,2008.911219,,
18-10-2018 23:30,6643,6666.08,6616.13,6634,842.992696,,
19-10-2018 00:30,6634,6642,6611.93,6636.03,586.635023,,
19-10-2018 01:30,6639.11,6644.86,6615,6618.72,422.245918,,
19-10-2018 02:30,6618.72,6619.44,6574.24,6593.99,1044.463106,,
19-10-2018 03:30,6593.01,6617.97,6567,6601.96,571.313565,,
19-10-2018 04:30,6601.96,6634.48,6594.69,6618.96,322.944085,,
19-10-2018 05:30,6618.96,6648.14,6607.06,6634.59,384.247562,,
19-10-2018 06:30,6633.57,6641.82,6595.14,6602.04,365.580674,,
19-10-2018 07:30,6602.03,6631.73,6598.5,6625,1536.069856,,
19-10-2018 08:30,6625,6626.11,6596.8,6613,1776.960912,,
19-10-2018 09:30,6613.08,6638.11,6612.91,6629.11,483.81718,,
19-10-2018 10:30,6629.11,6630,6583,6588.01,452.02849,,
19-10-2018 14:30,6588,6615.54,6583,6600.9,794.121898,,
19-10-2018 15:30,6603.32,6617.48,6597,6602.22,1055.28683,,
19-10-2018 16:30,6602.22,6607,6581,6586.65,1290.146883,,
19-10-2018 17:30,6586.63,6587.17,6551.02,6572.61,1297.054054,,
19-10-2018 18:30,6573.67,6589.7,6572.3,6580.01,1069.788738,,
19-10-2018 19:30,6580.01,6587,6557.55,6562.83,956.153372,,
19-10-2018 20:30,6562.07,6572.44,6556,6572.35,1019.984728,,
19-10-2018 21:30,6572.12,6596.11,6562,6574.22,928.136482,,
19-10-2018 22:30,6574.22,6580.83,6560,6567.23,1135.164299,,
19-10-2018 23:30,6567.23,6577.69,6565,6569.96,1178.954059,,
20-10-2018 00:30,6568.7,6575,6551.01,6555.38,1212.899037,,
20-10-2018 01:30,6555.38,6560,6523,6532.01,1131.025355,,
20-10-2018 02:30,6532,6542.12,6531.09,6539.76,825.39644,,
20-10-2018 03:30,6540.41,6544.24,6528.46,6540.49,710.482975,,
20-10-2018 04:30,6540.44,6548,6528.88,6528.88,1169.300946,,
20-10-2018 05:30,6528.88,6530.65,6511,6518.06,1753.387816,,
20-10-2018 06:30,6518.05,6548,6505.55,6545.23,1098.956903,,
20-10-2018 07:30,6546.38,6557.23,6531.02,6537.2,1052.639545,,
20-10-2018 08:30,6537.2,6545.55,6531.64,6543.05,1098.417923,,
20-10-2018 09:30,6542.09,6550.99,6538.37,6549.11,858.514249,,
20-10-2018 10:30,6550.03,6556.44,6543.69,6551.48,605.129291,,
20-10-2018 11:30,6553.68,6605,6551.48,6591,1750.137011,,
20-10-2018 12:30,6590.99,6595.89,6574.14,6576.43,856.70633,,
20-10-2018 13:30,6576,6579.55,6566,6573.97,744.746762,,
20-10-2018 14:30,6573.97,6587.49,6570.6,6580.03,1200.575396,,
20-10-2018 15:30,6580.04,6583.93,6571,6573.58,1338.979472,,
20-10-2018 16:30,6574.29,6601.18,6573.6,6597.78,899.329288,,
20-10-2018 17:30,6597.2,6600,6580.31,6592.5,742.593111,,
20-10-2018 18:30,6592.51,6617.65,6588.08,6608.01,1027.01054,,
20-10-2018 19:30,6608.01,6610,6586.06,6589.69,731.970545,,
20-10-2018 20:30,6587.55,6594,6570,6573.13,940.186695,,
20-10-2018 21:30,6573.63,6581.43,6570,6573.01,1213.623913,,
20-10-2018 22:30,6572.35,6585,6572,6579.54,528.921572,,
20-10-2018 23:30,6581.35,6586,6562.04,6565.15,157.964631,,
21-10-2018 00:30,6565.15,6584.48,6562.2,6582.16,120.823608,,
21-10-2018 01:30,6582.16,6592.35,6578.34,6589.38,125.348071,,
21-10-2018 02:30,6592.31,6592.32,6585.06,6588.69,97.443059,,
21-10-2018 03:30,6588.69,6599.27,6574.5,6590.01,192.306777,,
21-10-2018 04:30,6592.25,6593.63,6571.34,6588.4,105.009739,,
21-10-2018 05:30,6585.72,6601.18,6581.69,6597,180.502264,,
21-10-2018 06:30,6598.09,6663.9,6597,6622.01,533.701334,,
21-10-2018 07:30,6624,6632.26,6615,6622.73,185.895451,,
21-10-2018 08:30,6622.87,6627.62,6611.05,6616.62,156.933506,,
21-10-2018 09:30,6616.63,6624.04,6612,6618.42,121.366955,,
21-10-2018 10:30,6618.5,6622.6,6604.07,6617.01,112.679349,,
21-10-2018 11:30,6617.32,6621.17,6610.12,6613.57,114.496286,,
21-10-2018 12:30,6613.6,6629,6610.27,6620.52,252.434259,,
21-10-2018 13:30,6620,6625,6613.89,6621.99,156.341573,,
21-10-2018 14:30,6620.56,6633.13,6616.08,6627.61,198.210691,,
21-10-2018 15:30,6627.61,6640,6626.07,6636,194.214496,,
21-10-2018 16:30,6636.08,6638.38,6613.87,6618.43,243.24995,,
21-10-2018 17:30,6618.51,6625.78,6616,6622.73,309.411787,,
21-10-2018 18:30,6622.73,6642,6621.57,6636.12,298.704971,,
21-10-2018 19:30,6636.12,6658.05,6634.6,6651.93,480.58006,,
21-10-2018 20:30,6651.93,6657.74,6635.02,6645,370.680386,,
21-10-2018 21:30,6645,6647.99,6630.33,6637,296.093986,,
21-10-2018 22:30,6638.01,6641.93,6620.06,6630.01,334.258595,,
21-10-2018 23:30,6631.41,6632.74,6620.04,6626.86,153.515405,,
22-10-2018 00:30,6626.42,6631,6622.98,6625.6,168.132322,,
22-10-2018 01:30,6627.46,6632.53,6622.91,6631.57,153.058709,,
22-10-2018 02:30,6631.56,6631.57,6620.69,6622.04,133.000009,,
22-10-2018 03:30,6622.04,6625.13,6588,6590.65,922.898868,,
22-10-2018 04:30,6590.65,6606.34,6580,6590.11,444.99658,,
22-10-2018 05:30,6590.12,6596.15,6555.42,6593,503.080513,,
22-10-2018 06:30,6595.61,6609,6585,6606.14,340.566291,,
22-10-2018 07:30,6607.8,6616.07,6584.01,6589.98,1219.099454,,
22-10-2018 08:30,6589.98,6599.6,6587,6597.91,1110.520272,,
22-10-2018 09:30,6597.91,6628.79,6595,6620.32,1134.33408,,
22-10-2018 10:30,6621.8,6632.92,6615,6622.64,806.501315,,
22-10-2018 11:30,6622.33,6639,6622.33,6629.52,486.045249,,
22-10-2018 12:30,6629.6,6631,6606.11,6615.06,411.002931,,
22-10-2018 13:30,6616.83,6620,6569.58,6581,667.915978,,
22-10-2018 14:30,6581.56,6595.68,6576.53,6591.77,477.340406,,
22-10-2018 15:30,6591.77,6602.35,6579.12,6587.8,750.783211,,
22-10-2018 16:30,6587.61,6601.88,6579,6594,618.508802,,
22-10-2018 17:30,6594.5,6595.69,6581,6583.77,717.180691,,
22-10-2018 18:30,6583.77,6584.97,6535.27,6573.99,1230.591596,,
22-10-2018 19:30,6574,6574.99,6552.55,6570.91,648.288096,,
22-10-2018 20:30,6570.9,6574.24,6559.45,6563.49,764.491267,,
22-10-2018 21:30,6562.71,6579,6558.54,6577.9,430.515086,,
22-10-2018 22:30,6577.9,6584.2,6573.12,6576.01,383.444451,,
22-10-2018 23:30,6576.01,6580,6551.58,6563.03,778.793297,,
23-10-2018 00:30,6563.3,6566.82,6551.28,6560.14,432.718916,,
23-10-2018 01:30,6562.55,6590,6560.49,6580,479.205882,,
23-10-2018 02:30,6579.99,6590.08,6571.85,6578.01,905.129105,,
23-10-2018 03:30,6578,6584.56,6568.57,6576.96,438.352879,,
23-10-2018 04:30,6576.96,6585,6571.54,6581.2,479.282892,,
23-10-2018 05:30,6581.2,6589.18,6565.65,6585.83,378.917075,,
23-10-2018 06:30,6585.83,6595,6582.15,6588.05,447.647948,,
23-10-2018 07:30,6588.04,6594.48,6587.23,6590.42,651.504005,,
23-10-2018 08:30,6590.43,6592.28,6565.6,6577.88,580.752494,,
23-10-2018 09:30,6577.88,6589.26,6566.9,6585.01,511.395549,,
23-10-2018 10:30,6585.02,6587.78,6578.95,6585.39,474.644499,,
23-10-2018 11:30,6583.64,6588.32,6567.87,6576.59,438.919866,,
23-10-2018 12:30,6577.68,6581.91,6567.38,6573.46,496.353188,,
23-10-2018 13:30,6572.03,6580,6569.02,6572.99,435.314537,,
23-10-2018 14:30,6572.99,6574.13,6536.01,6550.7,1057.543982,,
23-10-2018 15:30,6548.24,6556.13,6515.45,6542.47,924.602453,,
23-10-2018 16:30,6542.46,6552.33,6533.85,6541.87,691.761852,,
23-10-2018 17:30,6541.86,6570,6533.44,6567.99,645.856631,,
23-10-2018 18:30,6567.73,6584.98,6561.7,6562.31,697.298328,,
23-10-2018 19:30,6562.31,6566.75,6553.5,6559.7,470.656602,,
23-10-2018 20:30,6561,6575,6555.7,6556.6,576.243946,,
23-10-2018 21:30,6556.6,6570,6556.59,6568.62,677.003752,,
23-10-2018 22:30,6568.62,6575,6555,6558.44,641.940073,,
23-10-2018 23:30,6556.5,6564.99,6555,6560.93,481.528403,,
24-10-2018 00:30,6560.93,6590.6,6558,6576.52,624.008796,,
24-10-2018 01:30,6576.52,6582.29,6553.71,6553.72,584.498553,,
24-10-2018 02:30,6553.72,6561.24,6550.66,6552,548.490344,,
24-10-2018 03:30,6552,6554.25,6541.01,6547.48,514.98588,,
24-10-2018 04:30,6545.2,6558.28,6545.2,6553.51,304.733,,
24-10-2018 05:30,6553.51,6570,6547.53,6566.52,339.663439,,
24-10-2018 06:30,6565.06,6573.84,6560.11,6569.04,398.340186,,
